Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-OUT-004,Bỏ qua guard khi thiếu marketingPostDraftId và strict mode tắt,Có yêu cầu gửi nội dung ra kênh và draft marketing liên quan.,"marketingPostDraftId, trạng thái approval và outbound action dùng để bỏ qua guard khi thiếu marketingPostDraftId và strict mode tắt.",1. Tạo draft/approval/action theo dữ liệu test. 2. Gọi guard hoặc approval check. 3. Kiểm tra kết quả cho phép/chặn để xác nhận hệ thống bỏ qua guard khi thiếu marketingPostDraftId và strict mode tắt. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing outbound guard > skips guard when no marketingPostDraftId is provided and the strict flag is off.,Hệ thống bỏ qua guard khi thiếu marketingPostDraftId và strict mode tắt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-OUT-005,Báo lỗi khi marketingPostDraftId trỏ tới draft không tồn tại,Có yêu cầu gửi nội dung ra kênh và draft marketing liên quan.,"marketingPostDraftId, trạng thái approval và outbound action dùng để báo lỗi khi marketingPostDraftId trỏ tới draft không tồn tại.",1. Tạo draft/approval/action theo dữ liệu test. 2. Gọi guard hoặc approval check. 3. Kiểm tra kết quả cho phép/chặn để xác nhận hệ thống báo lỗi khi marketingPostDraftId trỏ tới draft không tồn tại. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing outbound guard > throws when the marketingPostDraftId references a non-existent draft.,Hệ thống báo lỗi khi marketingPostDraftId trỏ tới draft không tồn tại đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-OUT-006,Áp dụng guard cho action không phải send khi có draftId,Có yêu cầu gửi nội dung ra kênh và draft marketing liên quan.,"marketingPostDraftId, trạng thái approval và outbound action dùng để áp dụng guard cho action không phải send khi có draftId.",1. Chuẩn bị draft/action outbound theo dữ liệu test. 2. Gọi outbound guard. 3. Kiểm tra kết quả cho phép hoặc chặn để xác nhận hệ thống áp dụng guard cho action không phải send khi có draftId. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing outbound guard > enforces guard for non-send actions when a draftId is provided.,Hệ thống áp dụng guard cho action không phải send khi có draftId đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-OUT-007,Bỏ qua action không thuộc danh sách cần guard dù có draftId,Có yêu cầu gửi nội dung ra kênh và draft marketing liên quan.,"marketingPostDraftId, trạng thái approval và outbound action dùng để bỏ qua action không thuộc danh sách cần guard dù có draftId.",1. Chuẩn bị draft/action outbound theo dữ liệu test. 2. Gọi outbound guard. 3. Kiểm tra kết quả cho phép hoặc chặn để xác nhận hệ thống bỏ qua action không thuộc danh sách cần guard dù có draftId. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing outbound guard > ignores actions not in the guarded list even when draftId is set.,Hệ thống bỏ qua action không thuộc danh sách cần guard dù có draftId đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-001,Liệt kê draft đã đến thời điểm scheduledAt,"Marketing store có các PostDraft với trạng thái approval, kênh và scheduledAt khác nhau.","PostDraft có trạng thái approval, kênh và scheduledAt dùng để liệt kê draft đã đến thời điểm scheduledAt.",1. Chuẩn bị draft scheduled theo dữ liệu test. 2. Gọi chức năng liệt kê hoặc xử lý draft đến hạn. 3. Kiểm tra danh sách/trạng thái trả về để xác nhận hệ thống liệt kê draft đã đến thời điểm scheduledAt. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing scheduled publish > lists due scheduled drafts after scheduledAt.,Hệ thống liệt kê draft đã đến thời điểm scheduledAt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-002,Không trả draft scheduled khi draft duy nhất chưa được duyệt,"Marketing store có các PostDraft với trạng thái approval, kênh và scheduledAt khác nhau.","PostDraft có trạng thái approval, kênh và scheduledAt dùng để không trả draft scheduled khi draft duy nhất chưa được duyệt.",1. Chuẩn bị draft scheduled theo dữ liệu test. 2. Gọi chức năng liệt kê hoặc xử lý draft đến hạn. 3. Kiểm tra danh sách/trạng thái trả về để xác nhận hệ thống không trả draft scheduled khi draft duy nhất chưa được duyệt. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing scheduled publish > returns no drafts when the only scheduled draft is unapproved.,Hệ thống không trả draft scheduled khi draft duy nhất chưa được duyệt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-003,Fallback sang message tool cho kênh ngoài Meta,"Marketing store có các PostDraft với trạng thái approval, kênh và scheduledAt khác nhau.","PostDraft có trạng thái approval, kênh và scheduledAt dùng để fallback sang message tool cho kênh ngoài Meta.",1. Chuẩn bị draft scheduled theo dữ liệu test. 2. Gọi chức năng liệt kê hoặc xử lý draft đến hạn. 3. Kiểm tra danh sách/trạng thái trả về để xác nhận hệ thống fallback sang message tool cho kênh ngoài Meta. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing scheduled publish > falls back to message tool for non-Meta channels.,Hệ thống fallback sang message tool cho kênh ngoài Meta đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-004,Sắp xếp draft theo scheduledAt tăng dần,"Marketing store có các PostDraft với trạng thái approval, kênh và scheduledAt khác nhau.","PostDraft có trạng thái approval, kênh và scheduledAt dùng để sắp xếp draft theo scheduledAt tăng dần.",1. Chuẩn bị draft scheduled theo dữ liệu test. 2. Gọi chức năng liệt kê hoặc xử lý draft đến hạn. 3. Kiểm tra danh sách/trạng thái trả về để xác nhận hệ thống sắp xếp draft theo scheduledAt tăng dần. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing scheduled publish > returns drafts sorted by scheduledAt ascending.,Hệ thống sắp xếp draft theo scheduledAt tăng dần đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-005,Dùng nowMs tùy chỉnh để sắp xếp kết quả ổn định,"Marketing store có các PostDraft với trạng thái approval, kênh và scheduledAt khác nhau.","PostDraft có trạng thái approval, kênh và scheduledAt dùng để dùng nowMs tùy chỉnh để sắp xếp kết quả ổn định.",1. Chuẩn bị draft scheduled theo dữ liệu test. 2. Gọi chức năng liệt kê hoặc xử lý draft đến hạn. 3. Kiểm tra danh sách/trạng thái trả về để xác nhận hệ thống dùng nowMs tùy chỉnh để sắp xếp kết quả ổn định. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing scheduled publish > respects a custom nowMs anchor for deterministic ordering.,Hệ thống dùng nowMs tùy chỉnh để sắp xếp kết quả ổn định đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-006,Tạo draft mới với trạng thái draft và timestamp mặc định,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để tạo draft mới với trạng thái draft và timestamp mặc định.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống tạo draft mới với trạng thái draft và timestamp mặc định. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > creates a draft with default status draft and timestamps.",Hệ thống tạo draft mới với trạng thái draft và timestamp mặc định đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-007,Tạo draft đa kênh và giữ đúng danh sách kênh yêu cầu,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để tạo draft đa kênh và giữ đúng danh sách kênh yêu cầu.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống tạo draft đa kênh và giữ đúng danh sách kênh yêu cầu. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > creates cross-platform drafts and preserves the requested channels.",Hệ thống tạo draft đa kênh và giữ đúng danh sách kênh yêu cầu đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-008,Chuyển draft sang pending_approval khi yêu cầu publish,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để chuyển draft sang pending_approval khi yêu cầu publish.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống chuyển draft sang pending_approval khi yêu cầu publish. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > moves a draft to pending_approval when requesting publish.",Hệ thống chuyển draft sang pending_approval khi yêu cầu publish đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-009,Đưa draft bị từ chối về draft và xóa approvalId,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để Đưa draft bị từ chối về draft và xóa approvalId.","1. Chuẩn bị draft, approval hoặc lịch publish. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái hoặc danh sách trả về để xác nhận hệ thống Đưa draft bị từ chối về draft và xóa approvalId. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > reverts a denied approval back to draft and clears the approvalId link.",Hệ thống Đưa draft bị từ chối về draft và xóa approvalId đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-010,Lưu thông tin người xử lý khi duyệt hoặc từ chối approval,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để lưu thông tin người xử lý khi duyệt hoặc từ chối approval.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống lưu thông tin người xử lý khi duyệt hoặc từ chối approval. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > resolves an approval with the resolvedBy attribution.",Hệ thống lưu thông tin người xử lý khi duyệt hoặc từ chối approval đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-011,Từ chối lên lịch draft chưa được duyệt,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để từ chối lên lịch draft chưa được duyệt.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống từ chối lên lịch draft chưa được duyệt. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > refuses to schedule a draft that has not been approved.",Hệ thống từ chối lên lịch draft chưa được duyệt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-012,Chuyển draft từ approved sang scheduled khi đặt lịch,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để chuyển draft từ approved sang scheduled khi đặt lịch.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống chuyển draft từ approved sang scheduled khi đặt lịch. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > transitions a draft from approved to scheduled when scheduling.",Hệ thống chuyển draft từ approved sang scheduled khi đặt lịch đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-013,Đánh dấu draft đã published và lưu publishedAt,Marketing store đã có draft và approval record cần thiết cho kiểm thử vòng đời bản nháp.,"PostDraft, approval record hoặc lịch publish dùng để đánh dấu draft đã published và lưu publishedAt.","1. Chuẩn bị draft và approval theo dữ liệu test. 2. Gọi chức năng lifecycle tương ứng. 3. Kiểm tra trạng thái, timestamp hoặc approvalId để xác nhận hệ thống đánh dấu draft đã published và lưu publishedAt. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing post-draft lifecycle > marks a draft as published with a publishedAt timestamp.",Hệ thống đánh dấu draft đã published và lưu publishedAt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-014,Ghi brand xuống store.json,Marketing store sử dụng file store.json hoặc fixture store trong stateDir test.,"Brand object, store.json hoặc fixture store dùng để ghi brand xuống store.json.",1. Chuẩn bị file store hoặc dữ liệu brand theo tình huống. 2. Gọi hàm đọc/ghi marketing store. 3. Kiểm tra dữ liệu lưu trữ hoặc dữ liệu trả về để xác nhận hệ thống ghi brand xuống store.json. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing store > persists brands to store.json.,Hệ thống ghi brand xuống store.json đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-015,Cập nhật brand đã tồn tại khi ghi brand hai lần,Marketing store sử dụng file store.json hoặc fixture store trong stateDir test.,"Brand object, store.json hoặc fixture store dùng để cập nhật brand đã tồn tại khi ghi brand hai lần.",1. Chuẩn bị file store hoặc dữ liệu brand theo tình huống. 2. Gọi hàm đọc/ghi marketing store. 3. Kiểm tra dữ liệu lưu trữ hoặc dữ liệu trả về để xác nhận hệ thống cập nhật brand đã tồn tại khi ghi brand hai lần. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing store > updates an existing brand when upsertBrand is called twice.,Hệ thống cập nhật brand đã tồn tại khi ghi brand hai lần đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-016,Trả store rỗng khi file dữ liệu chưa tồn tại,Marketing store sử dụng file store.json hoặc fixture store trong stateDir test.,"Brand object, store.json hoặc fixture store dùng để trả store rỗng khi file dữ liệu chưa tồn tại.",1. Chuẩn bị file store hoặc dữ liệu brand theo tình huống. 2. Gọi hàm đọc/ghi marketing store. 3. Kiểm tra dữ liệu lưu trữ hoặc dữ liệu trả về để xác nhận hệ thống trả store rỗng khi file dữ liệu chưa tồn tại. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing store > returns an empty store when the file does not exist.,Hệ thống trả store rỗng khi file dữ liệu chưa tồn tại đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-017,Từ chối file sai version và fallback về store rỗng,Marketing store sử dụng file store.json hoặc fixture store trong stateDir test.,"Brand object, store.json hoặc fixture store dùng để từ chối file sai version và fallback về store rỗng.",1. Chuẩn bị file store hoặc dữ liệu brand theo tình huống. 2. Gọi hàm đọc/ghi marketing store. 3. Kiểm tra dữ liệu lưu trữ hoặc dữ liệu trả về để xác nhận hệ thống từ chối file sai version và fallback về store rỗng. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing store > rejects files whose version does not match and falls back to empty store.,Hệ thống từ chối file sai version và fallback về store rỗng đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-DRF-018,Khôi phục các mảng object bị thiếu khi đọc fixture store cũ,Marketing store sử dụng file store.json hoặc fixture store trong stateDir test.,"Brand object, store.json hoặc fixture store dùng để khôi phục các mảng object bị thiếu khi đọc fixture store cũ.",1. Chuẩn bị file store hoặc dữ liệu brand theo tình huống. 2. Gọi hàm đọc/ghi marketing store. 3. Kiểm tra dữ liệu lưu trữ hoặc dữ liệu trả về để xác nhận hệ thống khôi phục các mảng object bị thiếu khi đọc fixture store cũ. Minh chứng Vitest: src/marketing/marketing.test.ts - marketing store > rebuilds missing object arrays when loading older store fixtures.,Hệ thống khôi phục các mảng object bị thiếu khi đọc fixture store cũ đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-010,Truyền yêu cầu phê duyệt từ một plugin hook,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để truyền yêu cầu phê duyệt từ một plugin hook.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống truyền yêu cầu phê duyệt từ một plugin hook. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'propagates requireApproval from a sin…'.",Hệ thống truyền yêu cầu phê duyệt từ một plugin hook đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-011,Gắn pluginId từ đăng ký plugin vào yêu cầu phê duyệt,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để gắn pluginId từ đăng ký plugin vào yêu cầu phê duyệt.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống gắn pluginId từ đăng ký plugin vào yêu cầu phê duyệt. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'stamps pluginId from the registration'.",Hệ thống gắn pluginId từ đăng ký plugin vào yêu cầu phê duyệt đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-012,Ưu tiên hook đầu tiên có requireApproval,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để ưu tiên hook đầu tiên có requireApproval.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống ưu tiên hook đầu tiên có requireApproval. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'first hook with requireApproval wins …'.",Hệ thống ưu tiên hook đầu tiên có requireApproval đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-013,Không giữ pluginId giả do plugin tự truyền vào,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để không giữ pluginId giả do plugin tự truyền vào.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống không giữ pluginId giả do plugin tự truyền vào. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'does not overwrite pluginId if plugin…'.",Hệ thống không giữ pluginId giả do plugin tự truyền vào đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-014,Hợp nhất block và requireApproval từ các plugin khác nhau,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để hợp nhất block và requireApproval từ các plugin khác nhau.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống hợp nhất block và requireApproval từ các plugin khác nhau. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > merges block and requireApproval from different plugins.",Hệ thống hợp nhất block và requireApproval từ các plugin khác nhau đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-015,Không tạo requireApproval khi không plugin nào yêu cầu,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để không tạo requireApproval khi không plugin nào yêu cầu.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống không tạo requireApproval khi không plugin nào yêu cầu. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > returns undefined requireApproval when no plugin sets it.",Hệ thống không tạo requireApproval khi không plugin nào yêu cầu đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-016,Giữ params của hook yêu cầu phê duyệt trước plugin ưu tiên thấp hơn,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để giữ params của hook yêu cầu phê duyệt trước plugin ưu tiên thấp hơn.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống giữ params của hook yêu cầu phê duyệt trước plugin ưu tiên thấp hơn. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'freezes params after requireApproval …'.",Hệ thống giữ params của hook yêu cầu phê duyệt trước plugin ưu tiên thấp hơn đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-APP-017,Vẫn cho phép block=true từ plugin ưu tiên thấp hơn,Có một hoặc nhiều plugin đăng ký hook before_tool_call trong runtime.,"hook result gồm block, requireApproval, pluginId và params dùng để vẫn cho phép block=true từ plugin ưu tiên thấp hơn.","1. Đăng ký các hook plugin theo dữ liệu test. 2. Chạy bộ hợp nhất hook trước khi gọi công cụ. 3. Kiểm tra block, requireApproval và pluginId để xác nhận hệ thống vẫn cho phép block=true từ plugin ưu tiên thấp hơn. Minh chứng Vitest: src/plugins/hooks.before-tool-call.test.ts - before_tool_call hook merger — requireApproval > 'still allows block=true from a lower-…'.",Hệ thống vẫn cho phép block=true từ plugin ưu tiên thấp hơn đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-001,Đăng ký và liệt kê embedding adapter theo thứ tự thêm,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Đăng ký và liệt kê embedding adapter theo thứ tự thêm.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Đăng ký và liệt kê embedding adapter theo thứ tự thêm. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > registers and lists adapters in insertion order.,Hệ thống Đăng ký và liệt kê embedding adapter theo thứ tự thêm đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-002,Khôi phục snapshot embedding provider trước đó,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Khôi phục snapshot embedding provider trước đó.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Khôi phục snapshot embedding provider trước đó. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > restores a previous snapshot.,Hệ thống Khôi phục snapshot embedding provider trước đó đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-003,Theo dõi plugin sở hữu embedding provider,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Theo dõi plugin sở hữu embedding provider.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Theo dõi plugin sở hữu embedding provider. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > 'tracks owner plugin ids in registered…'.,Hệ thống Theo dõi plugin sở hữu embedding provider đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-004,Khôi phục snapshot kèm plugin sở hữu,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Khôi phục snapshot kèm plugin sở hữu.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Khôi phục snapshot kèm plugin sở hữu. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > 'restores registered snapshots with ow…'.,Hệ thống Khôi phục snapshot kèm plugin sở hữu đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-005,Xóa registry embedding provider,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Xóa registry embedding provider.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Xóa registry embedding provider. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > clears the registry.,Hệ thống Xóa registry embedding provider đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-006,Lưu embedding adapter trong singleton toàn tiến trình,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Lưu embedding adapter trong singleton toàn tiến trình.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Lưu embedding adapter trong singleton toàn tiến trình. Minh chứng Vitest: src/plugins/memory-embedding-providers.test.ts - memory embedding provider registry > stores adapters in a process-global singleton map.,Hệ thống Lưu embedding adapter trong singleton toàn tiến trình đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-007,Nạp memory runtime từ cấu hình auto-enable,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Nạp memory runtime từ cấu hình auto-enable.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Nạp memory runtime từ cấu hình auto-enable. Minh chứng Vitest: src/plugins/memory-runtime.test.ts - memory runtime auto-enable loading > 'loads memory runtime from the auto-en…'.,Hệ thống Nạp memory runtime từ cấu hình auto-enable đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-008,Tái sử dụng đường nạp auto-enabled cho memory runtime,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Tái sử dụng đường nạp auto-enabled cho memory runtime.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tái sử dụng đường nạp auto-enabled cho memory runtime. Minh chứng Vitest: src/plugins/memory-runtime.test.ts - memory runtime auto-enable loading > 'reuses the same auto-enabled load pat…'.,Hệ thống Tái sử dụng đường nạp auto-enabled cho memory runtime đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-009,Không bootstrap memory runtime khi không cần,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Không bootstrap memory runtime khi không cần.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Không bootstrap memory runtime khi không cần. Minh chứng Vitest: src/plugins/memory-runtime.test.ts - memory runtime auto-enable loading > 'does not bootstrap the memory runtime…'.,Hệ thống Không bootstrap memory runtime khi không cần đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
